album_name,track_title,track_n,lyric,line,preprocessed_lyric,emotion
reputation,...Ready for It?,1,"Baby, let the games begin",57,"baby , let game begin",joy
reputation,...Ready for It?,1,Let the games begin,58,let game begin,fear
reputation,...Ready for It?,1,Let the games begin,59,let game begin,sadness
reputation,...Ready for It?,1,Are you ready for it?,60,ready ?,sadness
reputation,End Game,2,I wanna be your end game,1,wan na end game,anger
reputation,End Game,2,I wanna be your first string,2,wan na first string,sadness
reputation,End Game,2,"I wanna be your A-Team (Whoa, whoa, whoa)",3,"wan na a-team ( whoa , whoa , whoa )",fear
reputation,End Game,2,"I wanna be your end game, end game",4,"wan na end game , end game",sadness
reputation,End Game,2,"Big reputation, big reputation",5,"big reputation , big reputation",fear
reputation,End Game,2,"Ooh, you and me, we got big reputations, ah",6,"ooh , , got big reputation , ah",joy
reputation,End Game,2,"And you heard about me, ooh",7,"heard , ooh",love
reputation,End Game,2,I got some big enemies (Yeah),8,got big enemy ( yeah ),fear
reputation,End Game,2,"Big reputation, big reputation",9,"big reputation , big reputation",joy
reputation,End Game,2,"Ooh, you and me would be a big conversation, ah (Git, git)",10,"ooh , would big conversation , ah ( git , git )",joy
reputation,End Game,2,"And I heard about you, ooh (Yeah)",11,"heard , ooh ( yeah )",sadness
reputation,End Game,2,"You like the bad ones, too",12,"like bad one ,",joy
reputation,End Game,2,"You so dope, don't overdose, I’m so stoked, I need a toast",13,"dope , n't overdose , ’ stoked , need toast",love
reputation,End Game,2,"We do the most, I'm in the Ghost like I'm whippin’ a boat",14,", 'm ghost like 'm whippin ’ boat",fear
reputation,End Game,2,"I got a reputation, girl that don't precede me (Yeah)",15,"got reputation , girl n't precede ( yeah )",love
reputation,End Game,2,I'm one call away whenever you need me (Yeah),16,'m one call away whenever need ( yeah ),fear
reputation,End Game,2,"I'm in a G5 (Yeah), come to the A-Side (Yeah)",17,"'m g5 ( yeah ) , come a-side ( yeah )",joy
reputation,End Game,2,"I got a bad boy persona, that's what they like (What they like)",18,"got bad boy persona , 's like ( like )",love
reputation,End Game,2,"You love it, I love it too 'cause you my type (You my type)",19,"love , love 'cause type ( type )",joy
reputation,End Game,2,You hold me down and I protect you with my life,20,hold protect life,love
reputation,End Game,2,"I don't wanna touch you, I don't wanna be",21,"n't wan na touch , n't wan na",anger
reputation,End Game,2,Just another ex-love you don’t wanna see,22,another ex-love ’ wan na see,sadness
reputation,End Game,2,I don’t wanna miss you (I don't wanna miss you),23,’ wan na miss ( n't wan na miss ),joy
reputation,End Game,2,Like the other girls do,24,like girl,anger
reputation,End Game,2,"I don’t wanna hurt you, I just wanna be",25,"’ wan na hurt , wan na",sadness
reputation,End Game,2,Drinking on a beach with you all over me,26,drinking beach,joy
reputation,End Game,2,I know what they all say (I know what they all say),27,know say ( know say ),joy
reputation,End Game,2,But I ain't tryna play,28,ai n't tryna play,anger
reputation,End Game,2,I wanna be your end game (End game),29,wan na end game ( end game ),sadness
reputation,End Game,2,I wanna be your first string (First string),30,wan na first string ( first string ),love
reputation,End Game,2,I wanna be your A-Team (A-Team),31,wan na a-team ( a-team ),love
reputation,End Game,2,"I wanna be your end game, end game",32,"wan na end game , end game",anger
reputation,End Game,2,"Knew her when I was young, reconnected when we were little bit older",33,"knew young , reconnected little bit older",joy
reputation,End Game,2,"Both sprung, I got issues and chips on both of my shoulders",34,"sprung , got issue chip shoulder",sadness
reputation,End Game,2,"Reputation precedes me, in rumors, I'm knee-deep",35,"reputation precedes , rumor , 'm knee-deep",sadness
reputation,End Game,2,"The truth is, it's easier to ignore it, believe me",36,"truth , 's easier ignore , believe",anger
reputation,End Game,2,"Even when we’d argue, we'd not do it for long",37,"even ’ argue , 'd long",joy
reputation,End Game,2,And you understand the good and bad end up in the song,38,understand good bad end song,joy
reputation,End Game,2,"For all your beautiful traits, and the way you do it with ease",39,"beautiful trait , way ease",joy
reputation,End Game,2,"For all my flaws, paranoia, and insecurities",40,"flaw , paranoia , insecurity",joy
reputation,End Game,2,"I've made mistakes and made some choices, that's hard to deny",41,"'ve made mistake made choice , 's hard deny",fear
reputation,End Game,2,"After the storm, something was born on the 4th of July",42,"storm , something born 4th july",joy
reputation,End Game,2,"I've passed days without fun, this end game is the one",43,"'ve passed day without fun , end game one",fear
reputation,End Game,2,"With four words on the tip of my tongue, I'll never say it",44,"four word tip tongue , 'll never say",sadness
reputation,End Game,2,"I don't wanna touch you, I don't wanna be",45,"n't wan na touch , n't wan na",love
reputation,End Game,2,Just another ex-love you don't wanna see,46,another ex-love n't wan na see,love
reputation,End Game,2,I don't wanna miss you (I don't wanna miss you),47,n't wan na miss ( n't wan na miss ),joy
reputation,End Game,2,Like the other girls do,48,like girl,sadness
reputation,End Game,2,"I don't wanna hurt you, I just wanna be",49,"n't wan na hurt , wan na",love
reputation,End Game,2,Drinking on a beach with you all over me,50,drinking beach,love
reputation,End Game,2,"I know what they all say, yeah",51,"know say , yeah",sadness
reputation,End Game,2,But I ain't tryna play,52,ai n't tryna play,anger
reputation,End Game,2,I wanna be your end game (End game),53,wan na end game ( end game ),love
reputation,End Game,2,I wanna be your first string (Wanna be your first string),54,wan na first string ( wan na first string ),love
reputation,End Game,2,I wanna be your A-Team (A-Team),55,wan na a-team ( a-team ),fear
reputation,End Game,2,"I wanna be your end game, end game",56,"wan na end game , end game",love
reputation,End Game,2,"Big reputation, big reputation",57,"big reputation , big reputation",love
reputation,End Game,2,"Ooh, you and me, we got big reputations, ah",58,"ooh , , got big reputation , ah",joy
reputation,End Game,2,"And you heard about me, ooh",59,"heard , ooh",sadness
reputation,End Game,2,I got some big enemies,60,got big enemy,anger
reputation,End Game,2,"Hey, big reputation, big reputation",61,"hey , big reputation , big reputation",sadness
reputation,End Game,2,"Ooh, you and me would be a big conversation, ah",62,"ooh , would big conversation , ah",sadness
reputation,End Game,2,"And I heard about you, ooh",63,"heard , ooh",sadness
reputation,End Game,2,"You like the bad ones, too",64,"like bad one ,",sadness
reputation,End Game,2,"I hit you like bang, we tried to forget it, but we just couldn't",65,"hit like bang , tried forget , could n't",fear
reputation,End Game,2,"And I bury hatchets, but I keep maps of where I put 'em",66,"bury hatchet , keep map put 'em",joy
reputation,End Game,2,"Reputation precedes me, they told you I'm crazy",67,"reputation precedes , told 'm crazy",anger
reputation,End Game,2,"I swear I don't love the drama, it loves me",68,"swear n't love drama , love",love
reputation,End Game,2,"And I can't let you go, your hand prints on my soul",69,"ca n't let go , hand print soul",anger
reputation,End Game,2,"It's like your eyes are liquor, it's like your body is gold",70,"'s like eye liquor , 's like body gold",love
reputation,End Game,2,You've been calling my bluff on all my usual tricks,71,'ve calling bluff usual trick,anger
reputation,End Game,2,So here's the truth from my red lips,72,'s truth red lip,sadness
reputation,End Game,2,I wanna be your end game (End game),73,wan na end game ( end game ),love
reputation,End Game,2,"I wanna be your first string (Me and you, first string)",74,"wan na first string ( , first string )",love
reputation,End Game,2,"I wanna be your A-Team (Be your A-Team now, A-Team)",75,"wan na a-team ( a-team , a-team )",anger
reputation,End Game,2,"I wanna be your end game, end game",76,"wan na end game , end game",love
reputation,End Game,2,"I wanna be your end game (Oh, I do)",77,"wan na end game ( oh , )",sadness
reputation,End Game,2,I wanna be your first string (First string),78,wan na first string ( first string ),love
reputation,End Game,2,I wanna be your A-Team (A-Team),79,wan na a-team ( a-team ),love
reputation,End Game,2,"I wanna be your end game, end game",80,"wan na end game , end game",love
reputation,I Did Something Bad,3,"I never trust a narcissist, but they love me",1,"never trust narcissist , love",fear
reputation,I Did Something Bad,3,So I play 'em like a violin,2,play 'em like violin,fear
reputation,I Did Something Bad,3,And I make it look oh-so-easy,3,make look oh-so-easy,fear
reputation,I Did Something Bad,3,"'Cause for every lie I tell them, they tell me three",4,"'cause every lie tell , tell three",fear
reputation,I Did Something Bad,3,This is how the world works,5,world work,sadness
reputation,I Did Something Bad,3,Now all he thinks about is me,6,think,love
reputation,I Did Something Bad,3,I can feel the flames on my skin,7,feel flame skin,anger
reputation,I Did Something Bad,3,Crimson red paint on my lips,8,crimson red paint lip,anger
reputation,I Did Something Bad,3,"If a man talks shit, then I owe him nothing",9,"man talk shit , owe nothing",anger
reputation,I Did Something Bad,3,"I don't regret it one bit, 'cause he had it coming",10,"n't regret one bit , 'cause coming",fear
reputation,I Did Something Bad,3,They say I did something bad,11,say something bad,anger
reputation,I Did Something Bad,3,Then why's it feel so good?,12,'s feel good ?,anger
reputation,I Did Something Bad,3,They say I did something bad,13,say something bad,fear
reputation,I Did Something Bad,3,But why's it feel so good?,14,'s feel good ?,fear
reputation,I Did Something Bad,3,Most fun I ever had,15,fun ever,anger
reputation,I Did Something Bad,3,And I'd do it over and over and over again if I could,16,'d could,joy
reputation,I Did Something Bad,3,"It just felt so good, good",17,"felt good , good",joy
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,18,ra-di-di-di-di-di-di-di-di-di-da-da,fear
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,19,ra-di-di-di-di-di-di-di-di-di-da-da,joy
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,20,ra-di-di-di-di-di-di-di-di-di-da-da,fear
reputation,I Did Something Bad,3,Da-da da-da,21,da-da da-da,sadness
reputation,I Did Something Bad,3,"I never trust a playboy, but they love me",22,"never trust playboy , love",love
reputation,I Did Something Bad,3,So I fly 'em all around the world,23,fly 'em around world,anger
reputation,I Did Something Bad,3,And I let them think they saved me,24,let think saved,sadness
reputation,I Did Something Bad,3,"They never see it comin', what I do next",25,"never see comin ' , next",love
reputation,I Did Something Bad,3,This is how the world works,26,world work,anger
reputation,I Did Something Bad,3,You gotta leave before you get left,27,got ta leave get left,joy
reputation,I Did Something Bad,3,I can feel the flames on my skin,28,feel flame skin,anger
reputation,I Did Something Bad,3,"He says, ""Don't throw away a good thing""",29,"say , `` n't throw away good thing ''",anger
reputation,I Did Something Bad,3,"But if he drops my name, then I owe him nothin'",30,"drop name , owe nothin '",joy
reputation,I Did Something Bad,3,"And if he spends my change, then he had it comin'",31,"spends change , comin '",anger
reputation,I Did Something Bad,3,They say I did something bad (Oh),32,say something bad ( oh ),anger
reputation,I Did Something Bad,3,Then why's it feel so good?,33,'s feel good ?,fear
reputation,I Did Something Bad,3,They say I did something bad,34,say something bad,anger
reputation,I Did Something Bad,3,But why's it feel so good?,35,'s feel good ?,love
reputation,I Did Something Bad,3,Most fun I ever had,36,fun ever,love
reputation,I Did Something Bad,3,And I'd do it over and over and over again if I could,37,'d could,fear
reputation,I Did Something Bad,3,"It just felt so good, good",38,"felt good , good",anger
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,39,ra-di-di-di-di-di-di-di-di-di-da-da,fear
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,40,ra-di-di-di-di-di-di-di-di-di-da-da,anger
reputation,I Did Something Bad,3,(It just felt so good),41,( felt good ),love
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,42,ra-di-di-di-di-di-di-di-di-di-da-da,love
reputation,I Did Something Bad,3,Da-da da-da,43,da-da da-da,sadness
reputation,I Did Something Bad,3,They're burning all the witches even if you aren't one,44,'re burning witch even n't one,fear
reputation,I Did Something Bad,3,"They got their pitchforks and proof, their receipts and reasons",45,"got pitchfork proof , receipt reason",anger
reputation,I Did Something Bad,3,They're burning all the witches even if you aren't one,46,'re burning witch even n't one,anger
reputation,I Did Something Bad,3,"So light me up (Light me up), light me up (Light me up)",47,"light ( light ) , light ( light )",anger
reputation,I Did Something Bad,3,"Light me up, go ahead and light me up (Light me up)",48,"light , go ahead light ( light )",joy
reputation,I Did Something Bad,3,"Light me up (Light me up), light me up (Light me up)",49,"light ( light ) , light ( light )",anger
reputation,I Did Something Bad,3,"Light me up (Light me up), light me up",50,"light ( light ) , light",anger
reputation,I Did Something Bad,3,They say I did something bad (Oh),51,say something bad ( oh ),fear
reputation,I Did Something Bad,3,Then why's it feel so good? (So good),52,'s feel good ? ( good ),fear
reputation,I Did Something Bad,3,They say I did something bad,53,say something bad,love
reputation,I Did Something Bad,3,But why's it feel so (Good) good?,54,'s feel ( good ) good ?,fear
reputation,I Did Something Bad,3,Most fun I ever had (Most fun I ever had),55,fun ever ( fun ever ),sadness
reputation,I Did Something Bad,3,And I'd do it over and over and over again if I could,56,'d could,anger
reputation,I Did Something Bad,3,"It just felt so good (Good), good",57,"felt good ( good ) , good",joy
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,58,ra-di-di-di-di-di-di-di-di-di-da-da,fear
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,59,ra-di-di-di-di-di-di-di-di-di-da-da,sadness
reputation,I Did Something Bad,3,Ra-di-di-di-di-di-di-di-di-di-da-da,60,ra-di-di-di-di-di-di-di-di-di-da-da,sadness
reputation,I Did Something Bad,3,Da-da da-da,61,da-da da-da,love
reputation,I Did Something Bad,3,"Oh, you say I did something bad",62,"oh , say something bad",anger
reputation,I Did Something Bad,3,(You say I did something bad?),63,( say something bad ? ),sadness
reputation,I Did Something Bad,3,"Why's it feel so good, good?",64,"'s feel good , good ?",fear
reputation,I Did Something Bad,3,"So bad, why's it feel so good?",65,"bad , 's feel good ?",love
reputation,I Did Something Bad,3,"Why's it feel, why's it feel so good? (Bad)",66,"'s feel , 's feel good ? ( bad )",love
reputation,I Did Something Bad,3,"It just felt so good, good",67,"felt good , good",fear
reputation,Don’t Blame Me,4,"Don't blame me, love made me crazy",1,"n't blame , love made crazy",fear
reputation,Don’t Blame Me,4,"If it doesn't, you ain't doin' it right",2,"n't , ai n't doin ' right",fear
reputation,Don’t Blame Me,4,"Lord, save me, my drug is my baby",3,"lord , save , drug baby",sadness
reputation,Don’t Blame Me,4,I'll be usin' for the rest of my life,4,'ll usin ' rest life,anger
reputation,Don’t Blame Me,4,I've been breakin' hearts a long time,5,'ve breakin ' heart long time,love
reputation,Don’t Blame Me,4,And toyin' with them older guys,6,toyin ' older guy,joy
reputation,Don’t Blame Me,4,Just playthings for me to use,7,plaything use,fear
reputation,Don’t Blame Me,4,Something happened for the first time,8,something happened first time,love
reputation,Don’t Blame Me,4,In the darkest little paradise,9,darkest little paradise,love
reputation,Don’t Blame Me,4,"Shakin', pacin', I just need you",10,"shakin ' , pacin ' , need",sadness
reputation,Don’t Blame Me,4,"For you, I would cross the line",11,", would cross line",joy
reputation,Don’t Blame Me,4,I would waste my time,12,would waste time,fear
reputation,Don’t Blame Me,4,I would lose my mind,13,would lose mind,anger
reputation,Don’t Blame Me,4,"They say, ""She's gone too far this time""",14,"say , `` 's gone far time ''",love
reputation,Don’t Blame Me,4,"Don't blame me, love made me crazy",15,"n't blame , love made crazy",joy
reputation,Don’t Blame Me,4,"If it doesn't, you ain't doin' it right",16,"n't , ai n't doin ' right",anger
reputation,Don’t Blame Me,4,"Lord, save me, my drug is my baby",17,"lord , save , drug baby",anger
reputation,Don’t Blame Me,4,I'll be usin' for the rest of my life,18,'ll usin ' rest life,fear
reputation,Don’t Blame Me,4,"Don't blame me, love made me crazy",19,"n't blame , love made crazy",sadness
reputation,Don’t Blame Me,4,"If it doesn't, you ain't doin' it right",20,"n't , ai n't doin ' right",fear
reputation,Don’t Blame Me,4,"Oh, Lord, save me, my drug is my baby",21,"oh , lord , save , drug baby",anger
reputation,Don’t Blame Me,4,I'll be usin' for the rest of my life,22,'ll usin ' rest life,fear
reputation,Don’t Blame Me,4,My name is whatever you decide,23,name whatever decide,fear
reputation,Don’t Blame Me,4,And I'm just gonna call you mine,24,'m gon na call mine,joy
reputation,Don’t Blame Me,4,"I'm insane, but I'm your baby (Your baby)",25,"'m insane , 'm baby ( baby )",sadness
reputation,Don’t Blame Me,4,Echoes of your name inside my mind,26,echo name inside mind,fear
reputation,Don’t Blame Me,4,Halo hiding my obsession,27,halo hiding obsession,fear
reputation,Don’t Blame Me,4,"I once was poison ivy, but now I'm your daisy",28,"poison ivy , 'm daisy",sadness
reputation,Don’t Blame Me,4,"And baby, for you, I would fall from grace",29,"baby , , would fall grace",joy
reputation,Don’t Blame Me,4,Just to touch your face,30,touch face,joy
reputation,Don’t Blame Me,4,"If you walk away, I'd beg you on my knees to stay",31,"walk away , 'd beg knee stay",fear
reputation,Don’t Blame Me,4,"Don't blame me, love made me crazy",32,"n't blame , love made crazy",anger
reputation,Don’t Blame Me,4,"If it doesn't, you ain't doin' it right",33,"n't , ai n't doin ' right",love
reputation,Don’t Blame Me,4,"Lord, save me, my drug is my baby",34,"lord , save , drug baby",love
reputation,Don’t Blame Me,4,I'll be usin' for the rest of my life,35,'ll usin ' rest life,love
reputation,Don’t Blame Me,4,"Don't blame me, love made me crazy",36,"n't blame , love made crazy",love
reputation,Don’t Blame Me,4,"If it doesn't, you ain't doin' it right",37,"n't , ai n't doin ' right",joy
reputation,Don’t Blame Me,4,"Oh, Lord, save me, my drug is my baby",38,"oh , lord , save , drug baby",fear
reputation,Don’t Blame Me,4,I'll be usin' for the rest of my life,39,'ll usin ' rest life,love
reputation,Don’t Blame Me,4,"I get so high, oh!",40,"get high , oh !",sadness
reputation,Don’t Blame Me,4,"Every time you're, every time you're lovin' me",41,"every time 're , every time 're lovin '",joy
reputation,Don’t Blame Me,4,You're lovin' me,42,'re lovin ',sadness
reputation,Don’t Blame Me,4,"Trip of my life, oh!",43,"trip life , oh !",anger
reputation,Don’t Blame Me,4,"Every time you're, every time you're touchin' me",44,"every time 're , every time 're touchin '",sadness
reputation,Don’t Blame Me,4,You're touchin' me,45,'re touchin ',sadness
reputation,Don’t Blame Me,4,"Every time you're, every time you're lovin' me",46,"every time 're , every time 're lovin '",anger
reputation,Don’t Blame Me,4,"Oh, Lord, save me",47,"oh , lord , save",joy
reputation,Don’t Blame Me,4,My drug is my baby,48,drug baby,anger
reputation,Don’t Blame Me,4,I'll be usin' for the rest of my life,49,'ll usin ' rest life,love
reputation,Don’t Blame Me,4,"(Usin' for the rest of my life, oh-whoah-oh-oh)",50,"( usin ' rest life , oh-whoah-oh-oh )",sadness
reputation,Don’t Blame Me,4,"Don't blame me, love made me crazy",51,"n't blame , love made crazy",anger
reputation,Don’t Blame Me,4,"If it doesn't, you ain't doin' it right (Doin' it right, no)",52,"n't , ai n't doin ' right ( doin ' right , )",joy
reputation,Don’t Blame Me,4,"Lord, save me, my drug is my baby",53,"lord , save , drug baby",fear
reputation,Don’t Blame Me,4,"I'll be usin' for the rest of my life, oh-oh",54,"'ll usin ' rest life , oh-oh",love
reputation,Don’t Blame Me,4,"Don't blame me, love made me crazy (Oh-oh-oh)",55,"n't blame , love made crazy ( oh-oh-oh )",sadness
reputation,Don’t Blame Me,4,"If it doesn't, you ain't doin' it right (You ain't doin' it right)",56,"n't , ai n't doin ' right ( ai n't doin ' right )",fear
reputation,Don’t Blame Me,4,"Oh, Lord, save me, my drug is my baby",57,"oh , lord , save , drug baby",joy
reputation,Don’t Blame Me,4,"I'll be usin' for the rest of my life (I'll be usin', I'll be usin')",58,"'ll usin ' rest life ( 'll usin ' , 'll usin ' )",love
reputation,Don’t Blame Me,4,"I get so high, oh!",59,"get high , oh !",anger
reputation,Don’t Blame Me,4,"Every time you're, every time you're lovin' me",60,"every time 're , every time 're lovin '",joy
reputation,Don’t Blame Me,4,You're lovin' me,61,'re lovin ',fear
reputation,Don’t Blame Me,4,"Oh, Lord, save me, my drug is my baby",62,"oh , lord , save , drug baby",joy
reputation,Don’t Blame Me,4,I'll be usin' for the rest of my life,63,'ll usin ' rest life,anger
reputation,Delicate,5,This ain't for the best,1,ai n't best,fear
reputation,Delicate,5,"My reputation's never been worse, so",2,"reputation 's never worse ,",love
reputation,Delicate,5,You must like me for me...,3,must like ...,anger
reputation,Delicate,5,We can't make,4,ca n't make,sadness
reputation,Delicate,5,"Any promises now, can we, babe?",5,"promise , , babe ?",fear
reputation,Delicate,5,But you can make me a drink,6,make drink,joy
reputation,Delicate,5,"Dive bar on the East Side, where you at?",7,"dive bar east side , ?",anger
reputation,Delicate,5,Phone lights up my nightstand in the black,8,phone light nightstand black,love
reputation,Delicate,5,"Come here, you can meet me in the back",9,"come , meet back",sadness
reputation,Delicate,5,"Dark jeans and your Nikes, look at you",10,"dark jean nike , look",fear
reputation,Delicate,5,"Oh damn, never seen that color blue",11,"oh damn , never seen color blue",sadness
reputation,Delicate,5,Just think of the fun things we could do,12,think fun thing could,joy
reputation,Delicate,5,('Cause I like you),13,( 'cause like ),joy
reputation,Delicate,5,This ain't for the best,14,ai n't best,sadness
reputation,Delicate,5,"My reputation's never been worse, so",15,"reputation 's never worse ,",sadness
reputation,Delicate,5,You must like me for me...,16,must like ...,anger
reputation,Delicate,5,"(Yeah, I want you)",17,"( yeah , want )",love
reputation,Delicate,5,We can't make,18,ca n't make,fear
reputation,Delicate,5,"Any promises now, can we, babe?",19,"promise , , babe ?",sadness
reputation,Delicate,5,But you can make me a drink,20,make drink,joy
reputation,Delicate,5,Is it cool that I said all that?,21,cool said ?,joy
reputation,Delicate,5,Is it chill that you're in my head?,22,chill 're head ?,love
reputation,Delicate,5,'Cause I know that it's delicate (Delicate),23,'cause know 's delicate ( delicate ),anger
reputation,Delicate,5,Is it cool that I said all that?,24,cool said ?,joy
reputation,Delicate,5,Is it too soon to do this yet?,25,soon yet ?,joy
reputation,Delicate,5,'Cause I know that it's delicate,26,'cause know 's delicate,fear
reputation,Delicate,5,Isn't it? Isn't it? Isn't it?,27,n't ? n't ? n't ?,love
reputation,Delicate,5,Isn't it?,28,n't ?,fear
reputation,Delicate,5,Isn't it? Isn't it? Isn't it?,29,n't ? n't ? n't ?,anger
reputation,Delicate,5,Isn't it... delicate?,30,n't ... delicate ?,anger
reputation,Delicate,5,"Third floor on the West Side, me and you",31,"third floor west side ,",fear
reputation,Delicate,5,"Handsome, you're a mansion with a view",32,"handsome , 're mansion view",anger
reputation,Delicate,5,Do the girls back home touch you like I do?,33,girl back home touch like ?,anger
reputation,Delicate,5,"Long night, with your hands up in my hair",34,"long night , hand hair",sadness
reputation,Delicate,5,Echoes of your footsteps on the stairs,35,echo footstep stair,love
reputation,Delicate,5,"Stay here, honey, I don't wanna share",36,"stay , honey , n't wan na share",love
reputation,Delicate,5,('Cause I like you),37,( 'cause like ),fear
reputation,Delicate,5,This ain't for the best,38,ai n't best,joy
reputation,Delicate,5,"My reputation's never been worse, so",39,"reputation 's never worse ,",fear
reputation,Delicate,5,You must like me for me…,40,must like me…,love
reputation,Delicate,5,"(Yeah, I want you)",41,"( yeah , want )",joy
reputation,Delicate,5,We can't make,42,ca n't make,fear
reputation,Delicate,5,"Any promises now, can we, babe?",43,"promise , , babe ?",sadness
reputation,Delicate,5,But you can make me a drink,44,make drink,anger
reputation,Delicate,5,Is it cool that I said all that?,45,cool said ?,joy
reputation,Delicate,5,Is it chill that you're in my head?,46,chill 're head ?,joy
reputation,Delicate,5,'Cause I know that it's delicate (Delicate),47,'cause know 's delicate ( delicate ),joy
reputation,Delicate,5,Is it cool that I said all that?,48,cool said ?,sadness
reputation,Delicate,5,Is it too soon to do this yet?,49,soon yet ?,sadness
reputation,Delicate,5,'Cause I know that it's delicate,50,'cause know 's delicate,anger
reputation,Delicate,5,Isn't it? Isn't it? Isn't it?,51,n't ? n't ? n't ?,fear
reputation,Delicate,5,Isn't it?,52,n't ?,joy
reputation,Delicate,5,Isn't it? Isn't it? Isn't it?,53,n't ? n't ? n't ?,anger
reputation,Delicate,5,Isn't it delicate?,54,n't delicate ?,sadness
reputation,Delicate,5,Sometimes I wonder when you sleep,55,sometimes wonder sleep,joy
reputation,Delicate,5,Are you ever dreaming of me?,56,ever dreaming ?,fear
reputation,Delicate,5,Sometimes when I look into your eyes,57,sometimes look eye,joy
reputation,Delicate,5,"I pretend you're mine, all the damn time",58,"pretend 're mine , damn time",anger
reputation,Delicate,5,'Cause I like you,59,'cause like,love
reputation,Delicate,5,Is it cool that I said all that?,60,cool said ?,anger
reputation,Delicate,5,Is it chill that you're in my head?,61,chill 're head ?,love
reputation,Delicate,5,'Cause I know that it's delicate (Delicate),62,'cause know 's delicate ( delicate ),joy
reputation,Delicate,5,"(Yeah, I want you)",63,"( yeah , want )",love
reputation,Delicate,5,Is it cool that I said all that?,64,cool said ?,sadness
reputation,Delicate,5,Is it too soon to do this yet?,65,soon yet ?,joy
reputation,Delicate,5,'Cause I know that it's delicate (Delicate),66,'cause know 's delicate ( delicate ),anger
reputation,Delicate,5,('Cause I like you),67,( 'cause like ),anger
reputation,Delicate,5,Is it cool that I said all that?,68,cool said ?,love
reputation,Delicate,5,Isn't it? Isn't it? Isn't it? Isn't it?,69,n't ? n't ? n't ? n't ?,sadness
reputation,Delicate,5,Is it chill that you're in my head?,70,chill 're head ?,joy
reputation,Delicate,5,Isn't it? Isn't it? Isn't it? Isn't it?,71,n't ? n't ? n't ? n't ?,love
reputation,Delicate,5,'Cause I know that it's delicate,72,'cause know 's delicate,sadness
reputation,Delicate,5,Isn't it? Isn't it? Isn't it? Isn't it?,73,n't ? n't ? n't ? n't ?,anger
reputation,Delicate,5,"(Yeah, I want you)",74,"( yeah , want )",joy
reputation,Delicate,5,Is it cool that I said all that?,75,cool said ?,joy
reputation,Delicate,5,Isn't it? Isn't it? Isn't it? Isn't it?,76,n't ? n't ? n't ? n't ?,fear
reputation,Delicate,5,Is it too soon to do this yet?,77,soon yet ?,sadness
reputation,Delicate,5,Isn't it? Isn't it? Isn't it?,78,n't ? n't ? n't ?,love
reputation,Delicate,5,'Cause I know that it's delicate,79,'cause know 's delicate,sadness
reputation,Delicate,5,Isn't it delicate?,80,n't delicate ?,love
reputation,Look What You Made Me Do,6,I don't like your little games,1,n't like little game,anger
reputation,Look What You Made Me Do,6,Don't like your tilted stage,2,n't like tilted stage,joy
reputation,Look What You Made Me Do,6,The role you made me play,3,role made play,fear
reputation,Look What You Made Me Do,6,"Of the fool, no, I don't like you",4,"fool , , n't like",fear
reputation,Look What You Made Me Do,6,I don't like your perfect crime,5,n't like perfect crime,love
reputation,Look What You Made Me Do,6,How you laugh when you lie,6,laugh lie,joy
reputation,Look What You Made Me Do,6,You said the gun was mine,7,said gun mine,joy
reputation,Look What You Made Me Do,6,"Isn't cool, no, I don't like you (Oh)",8,"n't cool , , n't like ( oh )",sadness
reputation,Look What You Made Me Do,6,"But I got smarter, I got harder in the nick of time",9,"got smarter , got harder nick time",fear
reputation,Look What You Made Me Do,6,"Honey, I rose up from the dead, I do it all the time",10,"honey , rose dead , time",sadness
reputation,Look What You Made Me Do,6,"I've got a list of names and yours is in red, underlined",11,"'ve got list name red , underlined",fear
reputation,Look What You Made Me Do,6,"I check it once, then I check it twice, oh!",12,"check , check twice , oh !",joy
reputation,Look What You Made Me Do,6,"Ooh, look what you made me do",13,"ooh , look made",love
reputation,Look What You Made Me Do,6,Look what you made me do,14,look made,anger
reputation,Look What You Made Me Do,6,Look what you just made me do,15,look made,sadness
reputation,Look What You Made Me Do,6,Look what you just made me—,16,look made me—,sadness
reputation,Look What You Made Me Do,6,"Ooh, look what you made me do",17,"ooh , look made",joy
reputation,Look What You Made Me Do,6,Look what you made me do,18,look made,joy
reputation,Look What You Made Me Do,6,Look what you just made me do,19,look made,sadness
reputation,Look What You Made Me Do,6,Look what you just made me do,20,look made,anger
reputation,Look What You Made Me Do,6,I don't like your kingdom keys,21,n't like kingdom key,anger
reputation,Look What You Made Me Do,6,They once belonged to me,22,belonged,joy
reputation,Look What You Made Me Do,6,You asked me for a place to sleep,23,asked place sleep,fear
reputation,Look What You Made Me Do,6,Locked me out and threw a feast (What?),24,locked threw feast ( ? ),anger
